Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Lygodium	0	0	0	0	4e-05	0	0	0	0
Polygala	0	0	0	0	3.2e-05	0	0	0	0
Ogcodes	0	0	0	0	2.4e-05	0	0	0	0
Nematostella	0	0	0	0	0.001083	0	0	0	0
Platynereis	0	0	0	0	8.8e-05	0	0	0	0
Macrolycus	0	0	0	0	4.8e-05	0	0	0	0
Triplectides	0	0	0	0	8e-06	0	0	0	0
Sciaenops	0	0	0	0	8e-06	0	0	0	0
Cardiocondyla	0	0	0	0	1.6e-05	0	0	0	0
Pteromalus	0	0	0	0	8e-06	0	0	0	0
Jenufa	0	0	0	0	0.000104	0	0	0	0
Rheum	0	0	0	0	1.6e-05	0	0	0	0
Phaseolus	0	0	0	0	0.002263	0	0	0	0
Hemidactylus	0	0	0	0	1.6e-05	0	0	0	0
Ustilago	0	0	0	0	0.000281	0.000226	0	0	0
Timelaea	0	0	0	0	8e-06	0	0	0	0
Elassoma	0	0	0	0	1.6e-05	0	0	0	0
Pelecinobaccha	0	0	0	0	3.2e-05	0	0	0	0
Euonymus	0	0	0	0	1.6e-05	0	0	0	0
Geospiza	0	0	0	0	0.000345	0	0	0	0
Balaenoptera	0	0	0	0	0.001789	0	0	0	0
Gongylonema	0	0	0	0	0.009228	0	0	0	0
Orbus	0	0	0	0	4.8e-05	0	0	0	0
Blastophaga	0	0	0	0	8e-06	0	0	0	0
Nymphicus	0	0	0	0	8e-06	0	0	0	0
Gaeumannomyces	0	0	0	0	0.000305	2.8e-05	0	0	0
Merodon	0	0	0	0	1.6e-05	0	0	0	0
Spirometra	0	0	0	0	0.021866	0	0	0	0
Methylocapsa	0	0	0	0	3.2e-05	1.4e-05	0	0	0
Columba	0	0	0	0	0.00061	0	0	0	0
Pocillopora	0	0	0	0	0.000361	0	0	0	0
Clemmys	0	0	0	0	8e-06	0	0	0	0
Oncidium	0	0	0	0	3.2e-05	0	0	0	0
Hydrobates	0	0	0	0	2.4e-05	0	0	0	0
Nannocystis	0	0	0	0	8e-06	5.7e-05	0	0	0
Sylvilagus	0	0	0	0	8e-06	0	0	0	0
Jerseyvirus	0	0	0	0	8e-06	0	0	0	0
Gonospira	0	0	0	0	8e-06	0	0	0	0
Eutreptiella	0	0	0	0	8e-06	0	0	0	0
Dendrochiton	0	0	0	0	8e-06	0	0	0	0
Eurybia	0	0	0	0	8e-06	0	0	0	0
Bombyx	0	0	0	0	0.004686	0	0	0	0
Metapolybia	0	0	0	0	9.6e-05	0	0	0	0
Stangeria	0	0	0	0	8e-06	0	0	0	0
Clupea	0	0	0	0	0.001035	0	0	0	0
Pistacia	0	0	0	0	8e-06	0	0	0	0
Parastrongyloides	0	0	0	0	0.006925	0	0	0	0
Chamaeleo	0	0	0	0	8e-06	0	0	0	0
Trinomys	0	0	0	0	1.6e-05	0	0	0	0
Xylota	0	0	0	0	2.4e-05	0	0	0	0
Lindneromyia	0	0	0	0	1.6e-05	0	0	0	0
Pseudoperonospora	0	0	0	0	0.000112	1.4e-05	0	0	0
Strongylus	0	0	0	0	0.010905	0	0	0	0
Floydiella	0	0	0	0	9.6e-05	0	0	0	0
Opisthoteuthis	0	0	0	0	8e-06	0	0	0	0
Leptonychotes	0	0	0	0	0.000907	0	0	0	0
Garciadelia	0	0	0	0	8e-06	0	0	0	0
Ziziphus	0	0	0	0	0.002736	0	0	9.1e-05	0
Malus	0	0	0	0	0.002857	0	0	0	0
Dichomitus	0	0	0	0	0.000385	4.2e-05	0	0	0
Oxyrrhis	0	0	0	0	1.6e-05	0	0	0	0
Potorous	0	0	0	0	2.4e-05	0	0	0	0
Tylodelphys	0	0	0	0	1.6e-05	0	0	0	0
Acalles	0	0	0	0	4e-05	0	0	0	0
Molluscipoxvirus	0	0	0	0	8e-06	0	0	0	0
Cryptochloa	0	0	0	0	4e-05	0	0	0	0
Gonatozygon	0	0	0	0	3.2e-05	0	0	0	0
Pentina	0	0	0	0	1.6e-05	0	0	0	0
Iochroma	0	0	0	0	8e-06	0	0	0	0
Balaustium	0	0	0	0	1.6e-05	0	0	0	0
Dendrodoris	0	0	0	0	4e-05	0	0	0	0
Dipodomys	0	0	0	0	0.001348	0	0	0	0
Petrogale	0	0	0	0	4.8e-05	0	0	0	0
Passer	0	0	0	0	2.4e-05	0	0	0	0
Pera	0	0	0	0	8e-06	0	0	0	0
Triakis	0	0	0	0	8e-06	0	0	0	0
Proboscidactyla	0	0	0	0	8.8e-05	0	0	0	0
Tetraodon	0	0	0	0	0.000714	0	0	0	0
Tectona	0	0	0	0	4.8e-05	0	0	0	0
Streptogyna	0	0	0	0	8e-06	0	0	0	0
Dictyota	0	0	0	0	2.4e-05	0	0	0	0
Cubitermes	0	0	0	0	1.6e-05	0	0	0	0
Chinchilla	0	0	0	0	0.002496	0	0	0	0
Psychotria	0	0	0	0	4e-05	0	0	0	0
Tarenaya	0	0	0	0	0.002006	0	0	0	0
Badnavirus	0	0	0	0	1.6e-05	0	0	0	0
Bariatricus	0	0	0	0	2.4e-05	0.001088	0	0	0
Kryptolebias	0	0	0	0	0.003105	0	0	0	0
Microbotryum	0	0	0	0	1.6e-05	0.000593	0	0	0
Psophocarpus	0	0	0	0	0.000112	0	0	0	0
Panopea	0	0	0	0	8e-06	0	0	0	0
Ankyra	0	0	0	0	5.6e-05	0	0	0	0
Cardiovirus	0	0	0	0	4.8e-05	0	0	0	0
Pleuropoma	0	0	0	0	1.6e-05	0	0	0	0
Orchestia	0	0	0	0	8e-06	0	0	0	0
Pseudopallene	0	0	0	0	1.6e-05	0	0	0	0
Hoperius	0	0	0	0	8e-06	0	0	0	0
Lepomis	0	0	0	0	1.6e-05	0	0	0	0
Endocarpon	0	0	0	0	0.000128	5.7e-05	0	0	0
Slashvirus	0	0	0	0	1.6e-05	0	0	0	0
Pterygiella	0	0	0	0	3.2e-05	0	0	0	0
Gerbera	0	0	0	0	1.6e-05	0	0	0	0
Undaria	0	0	0	0	8e-06	0	0	0	0
Lichtheimia	0	0	0	0	0.000963	0.000127	0	0	0
Geum	0	0	0	0	8e-06	0	0	0	0
Utterbackia	0	0	0	0	8e-06	0	0	0	0
Pagodula	0	0	0	0	1.6e-05	0	0	0	0
Trichophyton	0	0	0	0	0.000818	0.000141	0	0	0
Ledella	0	0	0	0	8e-06	0	0	0	0
Glycera	0	0	0	0	2.4e-05	0	0	0	0
Cordyceps	0	0	0	0	0.000602	4.2e-05	0.000108	0	0
Claytosmunda	0	0	0	0	8e-06	0	0	0	0
Pneumocystis	0	0	0	0	0.002945	0.000353	0	0	0
Impatiens	0	0	0	0	3.2e-05	0	0	0	0
Maranthes	0	0	0	0	8e-06	0	0	0	0
Psophia	0	0	0	0	4e-05	0	0	0	0
Samanea	0	0	0	0	8e-06	0	0	0	0
Ocyptamus	0	0	0	0	1.6e-05	0	0	0	0
Dolichovespula	0	0	0	0	2.4e-05	0	0	0	0
Parnassia	0	0	0	0	8e-06	0	0	0	0
Lachancea	0	0	0	0	0.000329	0.001483	2.4e-05	0	0
Thielavia	0	0	0	0	0.000762	2.8e-05	0	0	0
Chilocorus	0	0	0	0	8e-06	0	0	0	0
Kalopanax	0	0	0	0	1.6e-05	0	0	0	0
Hadronyche	0	0	0	0	8e-06	0	0	0	0
Hexagenia	0	0	0	0	8e-06	0	0	0	0
Hyoscyamus	0	0	0	0	8e-06	0	0	0	0
Phyllocaulis	0	0	0	0	1.6e-05	0	0	0	0
Barnettozyma	0	0	0	0	2.4e-05	0	0	0	0
Alternaria	0	0	0	0	0.000177	0.000198	0	0	0
Entella	0	0	0	0	8e-06	0	0	0	0
Didymosphenia	0	0	0	0	1.6e-05	0	0	0	0
Aphnaeus	0	0	0	0	1.6e-05	0	0	0	0
Kayvirus	0	0	0	0	0.00012	0	0	0	0
Pulchrana	0	0	0	0	1.6e-05	0	0	0	0
Chelonus	0	0	0	0	4e-05	0	0	0	0
Cernotina	0	0	0	0	1.6e-05	0	0	0	0
Parallorchestes	0	0	0	0	1.6e-05	0	0	0	0
Ornithoboea	0	0	0	0	1.6e-05	0	0	0	0
Balcis	0	0	0	0	8e-06	0	0	0	0
Setipinna	0	0	0	0	3.2e-05	0	0	0	0
Mekongiella	0	0	0	0	2.4e-05	0	0	0	0
Lorma	0	0	0	0	8e-06	0	0	0	0
Helix	0	0	0	0	2.4e-05	0	0	0	0
Thorellius	0	0	0	0	8e-06	0	0	0	0
Profenusa	0	0	0	0	8e-06	0	0	0	0
Agrostemma	0	0	0	0	8e-06	0	0	0	0
Macaranga	0	0	0	0	8e-06	0	0	0	0
Spongia	0	0	0	0	4e-05	0	0	0	0
Melaloncha	0	0	0	0	8e-06	0	0	0	0
Alnus	0	0	0	0	8e-06	0	0	0	0
Cebus	0	0	0	0	0.002439	0	0	0	0
Alloteropsis	0	0	0	0	2.4e-05	0	0	0	0
Peridexia	0	0	0	0	1.6e-05	0	0	0	0
Phlebotomus	0	0	0	0	0.000193	0	0	0	0
Ruwenzoria	0	0	0	0	0.000169	0	0	0	0
Nemoria	0	0	0	0	1.6e-05	0	0	0	0
Picocystis	0	0	0	0	3.2e-05	0	0	0	0
Satsuma	0	0	0	0	8e-06	0	0	0	0
Bovicola	0	0	0	0	6.4e-05	0	0	0	0
Chrysomya	0	0	0	0	4e-05	0	0	0	0
Schizophyllum	0	0	0	0	0.000289	7.1e-05	0	0	0
Venturia	0	0	0	0	8e-06	0	0	0	0
Plenasium	0	0	0	0	1.6e-05	0	0	0	0
Steinernema	0	0	0	0	6.4e-05	0	0	0	0
Argynnis	0	0	0	0	4.8e-05	0	0	0	0
Calotropis	0	0	0	0	8e-06	0	0	0	0
Ditaxis	0	0	0	0	8e-06	0	0	0	0
Galaxea	0	0	0	0	8e-06	0	0	0	0
Lavia	0	0	0	0	8e-06	0	0	0	0
Kokoona	0	0	0	0	4.8e-05	0	0	0	0
Australosepsis	0	0	0	0	1.6e-05	0	0	0	0
Nemopsis	0	0	0	0	8e-06	0	0	0	0
Hippoglossus	0	0	0	0	1.6e-05	0	0	0	0
Alpinia	0	0	0	0	1.6e-05	0	0	0	0
Diplocentrus	0	0	0	0	8e-06	0	0	0	0
Trichonympha	0	0	0	0	8e-06	0	0	0	0
Paralichthys	0	0	0	0	3.2e-05	0	0	0	0
Saimiri	0	0	0	0	0.001147	0	0	0	0
Musca	0	0	0	0	0.001789	0	0	0	0
Haynesina	0	0	0	0	8e-05	0	0	0	0
Cephalops	0	0	0	0	8e-06	0	0	0	0
Halichoeres	0	0	0	0	1.6e-05	0	0	0	0
Didymodon	0	0	0	0	1.6e-05	0	0	0	0
Euplotes	0	0	0	0	6.4e-05	0	0	0	0
Aureobasidium	0	0	0	0	0.00057	0.000155	0	0	0
Ahnfeltia	0	0	0	0	3.2e-05	0	0	0	0
Tetramerium	0	0	0	0	8e-06	0	0	0	0
Pachyiulus	0	0	0	0	1.6e-05	0	0	0	0
Heliocidaris	0	0	0	0	8e-06	0	0	0	0
Liposcelis	0	0	0	0	8e-06	0	0	0	0
Butyricimonas	0	0	0	0	0.000128	0.213474	0.091304	9.9e-05	0.172751
Raphionacme	0	0	0	0	1.6e-05	0	0	0	0
Micrura	0	0	0	0	2.4e-05	0	0	0	0
Rickettsiella	0	0	0	0	1.6e-05	0	4.8e-05	0	0
Cypripedium	0	0	0	0	8e-06	0	0	0	0
Plocamiocolax	0	0	0	0	8e-06	0	0	0	0
Tripsacum	0	0	0	0	1.6e-05	0	0	0	0
Neoscopelus	0	0	0	0	8e-06	0	0	0	0
Chitiniphilus	0	0	0	0	5.6e-05	2.8e-05	0	0	0
Osteopilus	0	0	0	0	3.2e-05	0	0	0	0
Ophiarthrum	0	0	0	0	3.2e-05	0	0	0	0
Erianthus	0	0	0	0	1.6e-05	0	0	0	0
Bilimbia	0	0	0	0	1.6e-05	0	0	0	0
Coleochaete	0	0	0	0	8e-06	0	0	0	0
Drucella	0	0	0	0	1.6e-05	0	0	0	0
Liriomyza	0	0	0	0	8e-06	0	0	0	0
Larix	0	0	0	0	8e-06	0	0	0	0
Psilochorema	0	0	0	0	8e-06	0	0	0	0
Schizosaccharomyces	0	0	0	0	0.002576	0.000325	0	0	0
Euglena	0	0	0	0	0.000152	0	0	0	0
Pycnococcus	0	0	0	0	4e-05	0	0	0	0
Penthicodes	0	0	0	0	8e-06	0	0	0	0
Corvus	0	0	0	0	0.003113	0	0	0	0
Auxenochlorella	0	0	0	0	0.000305	2.8e-05	0	0	0
Brachionus	0	0	0	0	8e-05	0	0	0	0
Cyanidioschyzon	0	0	0	0	0.000297	0	0	0	0
Pyropia	0	0	0	0	0.000514	0	0	0	0
Thaumetopoea	0	0	0	0	3.2e-05	0	0	0	0
Cychrus	0	0	0	0	5.6e-05	0	0	0	0
Loricaster	0	0	0	0	1.6e-05	0	0	0	0
Fulmarus	0	0	0	0	0.000241	0	0	0	0
Gomesa	0	0	0	0	8e-06	0	0	0	0
Pyrocoelia	0	0	0	0	8e-06	0	0	0	0
Potos	0	0	0	0	8e-06	0	0	0	0
Toxoplasma	0	0	0	0	0.000979	0.000268	0	0	0
Limnadia	0	0	0	0	8e-06	0	0	0	0
Cyanea	0	0	0	0	1.6e-05	0	0	0	0
Serpentinomonas	0	0	0	0	0.000425	0	0	0	0
Simulium	0	0	0	0	1.6e-05	0	0	0	0
Thelazia	0	0	0	0	0.007134	0	0	0	0
Trichomonas	0	0	0	0	0.003932	0.000268	0	0.000107	0
Astrebla	0	0	0	0	8e-06	0	0	0	0
Iotyrris	0	0	0	0	8e-06	0	0	0	0
Chiropterotriton	0	0	0	0	8e-06	0	0	0	0
Dichotomaria	0	0	0	0	8e-05	0	0	0	0
Glycine	0	0	0	0	0.010408	0	0	0	0
Leiosaurus	0	0	0	0	2.4e-05	0	0	0	0
Phalanger	0	0	0	0	1.6e-05	0	0	0	0
Pedinomonas	0	0	0	0	0.00012	0	0	0	0
C5virus	0	0	0	0	5.6e-05	0	0	0	0
Esox	0	0	0	0	0.002672	0	0	0	0
Malthonica	0	0	0	0	8e-06	0	0	0	0
Alphabaculovirus	0	0	0	0	0.000377	0	0	0	0
Cyclospora	0	0	0	0	8e-06	8.5e-05	0	0	0
Dasypogon	0	0	0	0	8e-06	0	0	0	0
Mitosporidium	0	0	0	0	0.000177	8.5e-05	0	0	0
Adenomera	0	0	0	0	4.8e-05	0	0	0	0
Parahaemoproteus	0	0	0	0	8e-06	0	0	0	0
Sciadopitys	0	0	0	0	1.6e-05	0	0	0	0
Montipora	0	0	0	0	1.6e-05	0	0	0	0
Lottia	0	0	0	0	0.001797	0	0	0	0
Tachypleus	0	0	0	0	1.6e-05	0	0	0	0
Ponerorchis	0	0	0	0	4e-05	0	0	0	0
Schizochytrium	0	0	0	0	8e-06	0	0	0	0
Scomber	0	0	0	0	4.8e-05	0	0	0	0
Caloranaerobacter	0	0	0	0	2.4e-05	0.000763	0.000155	0	0
Desmanthus	0	0	0	0	8e-06	0	0	0	0
Anemonia	0	0	0	0	8e-06	0	0	0	0
Ctenodactyla	0	0	0	0	1.6e-05	0	0	0	0
N4virus	0	0	0	0	8e-06	0	0	0	0
Neyraudia	0	0	0	0	1.6e-05	0	0	0	0
Misgurnus	0	0	0	0	6.4e-05	0	0	0	0
Amyloporia	0	0	0	0	2.4e-05	0	0	0	0
Terataner	0	0	0	0	4.8e-05	0	0	0	0
Mizuhopecten	0	0	0	0	6.4e-05	0	0	0	0
Triozocera	0	0	0	0	1.6e-05	0	0	0	0
Mustela	0	0	0	0	0.002576	0	0	0	0
Chondrus	0	0	0	0	0.000289	1.4e-05	0	8e-06	0
Salamandra	0	0	0	0	2.4e-05	0	0	0	0
Litchi	0	0	0	0	6.4e-05	0	0	0	0
Sokinochloa	0	0	0	0	8e-06	0	0	0	0
Entoloma	0	0	0	0	8e-06	0	0	0	0
Phocoenobacter	0	0	0	0	2.4e-05	0	0	0	0
Cymopolia	0	0	0	0	8e-06	0	0	0	0
Tegeticula	0	0	0	0	4e-05	0	0	0	0
Neoponera	0	0	0	0	3.2e-05	0	0	0	0
Sebdenia	0	0	0	0	4.8e-05	0	0	0	0
Petromyzon	0	0	0	0	8e-06	0	0	0	0
Tacca	0	0	0	0	8e-06	0	0	0	0
Limacella	0	0	0	0	1.6e-05	0	0	0	0
Dunaliella	0	0	0	0	4e-05	0	0	0	0
Couepia	0	0	0	0	3.2e-05	0	0	0	0
Tomocerus	0	0	0	0	3.2e-05	0	0	0	0
Leishmania	0	0	0	0	0.003611	0.000706	0	0	0
Pycnomerus	0	0	0	0	8e-06	0	0	0	0
Erythrotrichia	0	0	0	0	4.8e-05	0	0	0	0
Schistocerca	0	0	0	0	2.4e-05	0	0	0	0
Rousettus	0	0	0	0	0.003731	0	0	0	0
Coelioxys	0	0	0	0	1.6e-05	0	0	0	0
Otoglossum	0	0	0	0	1.6e-05	0	0	0	0
Inga	0	0	0	0	3.2e-05	0	0	0	0
Nerium	0	0	0	0	2.4e-05	0	0	0	0
Tm4virus	0	0	0	0	1.6e-05	0	0	0	0
Fulvimarina	0	0	0	0	8e-06	0.000367	0	0	0
Hesperelaea	0	0	0	0	8e-06	0	0	0	0
Alphaendornavirus	0	0	0	0	1.6e-05	0	0	0	0
Kirchneriella	0	0	0	0	1.6e-05	0	0	0	0
Theriotia	0	0	0	0	1.6e-05	0	0	0	0
Boletina	0	0	0	0	3.2e-05	0	0	0	0
Artibeus	0	0	0	0	8e-06	0	0	0	0
Viannaia	0	0	0	0	8e-06	0	0	0	0
Hemibagrus	0	0	0	0	6.4e-05	0	0	0	0
Felis	0	0	0	0	0.002311	0	0	0	0
Reclinomonas	0	0	0	0	8e-06	0	0	0	0
Helianthemum	0	0	0	0	1.6e-05	0	0	0	0
Ctenomys	0	0	0	0	2.4e-05	0	0	0	0
Sagitta	0	0	0	0	8e-06	0	0	0	0
Brongniartia	0	0	0	0	8e-06	0	0	0	0
Metschnikowia	0	0	0	0	0.000169	8.5e-05	0	0	0
Salix	0	0	0	0	8e-05	0	0	0	0
Kymatocalyx	0	0	0	0	2.4e-05	0	0	0	0
Gynaephora	0	0	0	0	2.4e-05	0	0	0	0
Archaeoses	0	0	0	0	0.00016	0	0	1.7e-05	0
Scinaia	0	0	0	0	1.6e-05	0	0	0	0
Plagiobryum	0	0	0	0	8e-06	0	0	0	0
Orussus	0	0	0	0	0.001966	0	0	0	0
Comibaena	0	0	0	0	8e-06	0	0	0	0
Potyvirus	0	0	0	0	0.00012	0	0	0	0
Pomatoceros	0	0	0	0	4e-05	0	0	0	0
Rhododendron	0	0	0	0	8.8e-05	0	0	0	0
Trichosea	0	0	0	0	8e-06	0	0	0	0
Tetraselmis	0	0	0	0	1.6e-05	0	0	0	0
Araniella	0	0	0	0	8e-06	0	0	0	0
Dasya	0	0	0	0	8.8e-05	0	0	0	0
Gregarina	0	0	0	0	0.000193	0.000283	0	8e-06	0
Aureoumbra	0	0	0	0	8e-06	0	0	0	0
Lucifer	0	0	0	0	8e-06	0	0	0	0
Fusochloris	0	0	0	0	8e-06	0	0	0	0
Conus	0	0	0	0	0.000136	0	0	0	0
Ilyophis	0	0	0	0	3.2e-05	0	0	0	0
Theonoe	0	0	0	0	8e-06	0	0	0	0
Lonchaea	0	0	0	0	5.6e-05	0	0	0	0
Sporolithon	0	0	0	0	6.4e-05	0	0	0	0
Adelphocoris	0	0	0	0	4e-05	0	0	0	0
Novomessor	0	0	0	0	0.00012	0	0	0	0
Pullulanibacillus	0	0	0	0	4e-05	0	0	0	0
Candidatus Mikella	0	0	0	0	0.000152	0	0	0	0
Eleocharis	0	0	0	0	2.4e-05	0	0	0	0
Mastigoproctus	0	0	0	0	8e-06	0	0	0	0
Marasmiellus	0	0	0	0	1.6e-05	0	0	0	0
Phobaeticus	0	0	0	0	8e-06	0	0	0	0
Hyla	0	0	0	0	0.000128	0	0	0	0
Acartia	0	0	0	0	4e-05	0	0	0	0
Rugosa	0	0	0	0	8e-06	0	0	0	0
Nasonia	0	0	0	0	0.002921	0	0	0	0
Nereis	0	0	0	0	8e-06	0	0	0	0
Scelotes	0	0	0	0	3.2e-05	0	0	0	0
Meteorus	0	0	0	0	3.2e-05	0	0	0	0
Anoectochilus	0	0	0	0	8e-06	0	0	0	0
Sahyadria	0	0	0	0	8e-06	0	0	0	0
Cacostatia	0	0	0	0	2.4e-05	0	0	0	0
Stygiella	0	0	0	0	2.4e-05	0	0	0	0
Aphyllon	0	0	0	0	8e-06	0	0	0	0
Spilichneumon	0	0	0	0	8e-06	0	0	0	0
Phrynosoma	0	0	0	0	4e-05	0	0	0	0
Lactonifactor	0	0	0	0	1.6e-05	0.000509	0.000705	0	0
Symphalangus	0	0	0	0	8e-06	0	0	0	0
Halopiger	0	0	0	0	9.6e-05	1.4e-05	0	0	0
Mythimna	0	0	0	0	8e-06	0	0	0	0
Chionaspis	0	0	0	0	6.4e-05	0	0	0	0
Chevaliera	0	0	0	0	8e-06	0	0	0	0
Saprolegnia	0	0	0	0	0.000642	0.000113	0	0	0
Osmunda	0	0	0	0	8e-05	0	0	0	0
Urocolius	0	0	0	0	1.6e-05	0	0	0	0
Tetrabaena	0	0	0	0	5.6e-05	0	0	0	0
Quercus	0	0	0	0	3.2e-05	0	0	0	0
Phragmites	0	0	0	0	1.6e-05	0	0	0	0
Brevicoryne	0	0	0	0	8e-06	0	0	0	0
Lactoria	0	0	0	0	1.6e-05	0	0	0	0
Proctophyllodes	0	0	0	0	2.4e-05	0	0	0	0
Novaculichthys	0	0	0	0	8e-06	0	0	0	0
Arisarum	0	0	0	0	8e-06	0	0	0	0
Dicoryne	0	0	0	0	1.6e-05	0	0	0	0
Malawimonas	0	0	0	0	8e-06	0	0	0	0
Aegithalos	0	0	0	0	1.6e-05	0	0	0	0
Dicentrarchus	0	0	0	0	0.001677	0	0	0	0
Neotrichocolea	0	0	0	0	8e-06	0	0	0	0
Hordelymus	0	0	0	0	1.6e-05	0	0	0	0
Neotoma	0	0	0	0	8e-06	0	0	0	0
Pisum	0	0	0	0	0.000104	0	0	0	0
Pseudogymnoascus	0	0	0	0	0.000522	0.000565	0	0	0
Petrobiellus	0	0	0	0	1.6e-05	0	0	0	0
Hyphopichia	0	0	0	0	1.6e-05	0.000141	0	0	0
Abrolophus	0	0	0	0	1.6e-05	0	0	0	0
Pedicularis	0	0	0	0	8e-06	0	0	0	0
Cheilomenes	0	0	0	0	1.6e-05	0	0	0	0
Carinodrillia	0	0	0	0	8e-05	0	0	0	0
Bacillarnavirus	0	0	0	0	1.6e-05	0	0	0	0
Stenomacrus	0	0	0	0	8e-06	0	0	0	0
Anthidium	0	0	0	0	8e-06	0	0	0	0
Landoltia	0	0	0	0	1.6e-05	0	0	0	0
Cryptocercus	0	0	0	0	8e-06	0	0	0	0
Polytomella	0	0	0	0	2.4e-05	0	0	0	0
Echinops	0	0	0	0	0.000642	0	0	0	0
Volvox	0	0	0	0	0.000369	8.5e-05	0	0	0
Aquanirmus	0	0	0	0	3.2e-05	0	0	0	0
Cajanus	0	0	0	0	4e-05	0	0	0	0
Candidatus Zinderia	0	0	0	0	4e-05	1.4e-05	0	0	0
Anisosticta	0	0	0	0	1.6e-05	0	0	0	0
Peleteria	0	0	0	0	8e-06	0	0	0	0
Amanita	0	0	0	0	5.6e-05	0.000212	0	0	0
Beta	0	0	0	0	0.00199	0	0	0	0
Semisulcospira	0	0	0	0	1.6e-05	0	0	0	0
Teladorsagia	0	0	0	0	2.4e-05	0	0	0	0
Phycomyces	0	0	0	0	0.000915	8.5e-05	0	0	0
Caulerpa	0	0	0	0	5.6e-05	0	0	0	0
Bipolaris	0	0	0	0	0.00138	0.000268	0	0	0
Orthotospovirus	0	0	0	0	1.6e-05	0	0	0	0
Podura	0	0	0	0	2.4e-05	0	0	0	0
Nitzschia	0	0	0	0	2.4e-05	0	0	0	0
Polygonus	0	0	0	0	8e-06	0	0	0	0
Liagoropsis	0	0	0	0	1.6e-05	0	0	0	0
Holbrookia	0	0	0	0	1.6e-05	0	0	0	0
Vanilla	0	0	0	0	3.2e-05	0	0	0	0
Aequorea	0	0	0	0	1.6e-05	0	0	0	0
Conogethes	0	0	0	0	8e-06	0	0	0	0
Coleataenia	0	0	0	0	3.2e-05	0	0	0	0
Hyperolius	0	0	0	0	4e-05	0	0	0	0
Ovis	0	0	0	0	0.099831	0	0	0	0
Myzomela	0	0	0	0	8e-06	0	0	0	0
Pochonia	0	0	0	0	0.000441	8.5e-05	0	0	0
Inopeplus	0	0	0	0	4e-05	0	0	0	0
Gymnocolea	0	0	0	0	8e-06	0	0	0	0
Anthracocystis	0	0	0	0	0.000225	4.2e-05	0	0	0
Planotetraspora	0	0	0	0	2.4e-05	0	0	0	0
Lingula	0	0	0	0	0.003378	0	0	0	0
Euseius	0	0	0	0	8e-06	0	0	0	0
Pleuronectes	0	0	0	0	5.6e-05	0	0	0	0
Cytauxzoon	0	0	0	0	8e-06	0	0	0	0
Pholcus	0	0	0	0	8e-06	0	0	0	0
Canthigaster	0	0	0	0	1.6e-05	0	0	0	0
Mangifera	0	0	0	0	4.8e-05	0	0	0	0
Sciodrepoides	0	0	0	0	8e-06	0	0	0	0
Semibalanus	0	0	0	0	8e-06	0	0	0	0
Giardia	0	0	0	0	0.000233	0.000678	0	0	0
Achlya	0	0	0	0	8e-06	9.9e-05	0	0	0
Trichiosoma	0	0	0	0	8e-06	0	0	0	0
Azumapecten	0	0	0	0	5.6e-05	0	0	0	0
Ornithodoros	0	0	0	0	8e-06	0	0	0	0
Gryllus	0	0	0	0	0.000586	0	0	0.00014	0
Apocryptophagus	0	0	0	0	4e-05	0	0	0	0
Lepeophtheirus	0	0	0	0	0.000233	0	0	0	0
Arctium	0	0	0	0	8e-06	0	0	0	0
Lymantria	0	0	0	0	1.6e-05	0	0	0	0
Zinnia	0	0	0	0	8e-06	0	0	0	0
Phloiotrya	0	0	0	0	8e-06	0	0	0	0
Agrocybe	0	0	0	0	8e-06	0	0	0	0
Pellaea	0	0	0	0	3.2e-05	0	0	0	0
T7virus	0	0	0	0	3.2e-05	0	0	0	0
Iresine	0	0	0	0	8e-06	0	0	0	0
Aloe	0	0	0	0	1.6e-05	0	0	0	0
Cyananthus	0	0	0	0	6.4e-05	0	0	0	0
Xylona	0	0	0	0	0.000169	0.000141	0	0	0
Hirtella	0	0	0	0	2.4e-05	0	0	0	0
Emoia	0	0	0	0	4.8e-05	0	0	0	0
Dolicheulota	0	0	0	0	8e-06	0	0	0	0
Orycteropus	0	0	0	0	0.001083	0	0	0	0
Espanoliella	0	0	0	0	8e-06	0	0	0	0
Chara	0	0	0	0	1.6e-05	0	0	0	0
Porolithon	0	0	0	0	3.2e-05	0	0	0	0
Auratonota	0	0	0	0	8e-06	0	0	0	0
Cerataulina	0	0	0	0	4.8e-05	0	0	0	0
Scaptia	0	0	0	0	8e-06	0	0	0	0
Torreya	0	0	0	0	1.6e-05	0	0	0	0
Omikronpapillomavirus	0	0	0	0	2.4e-05	0	0	0	0
Scutavirus	0	0	0	0	4e-05	0	0	0	0
Dasypus	0	0	0	0	0.00199	0	0	0	0
Hopliphora	0	0	0	0	8e-06	0	0	0	0
Stomoxys	0	0	0	0	0.002463	0	0	0	0
Youngiibacter	0	0	0	0	1.6e-05	0.004973	0.000406	0	0
Statilia	0	0	0	0	1.6e-05	0	0	0	0
Pisolithus	0	0	0	0	7.2e-05	1.4e-05	0	0	0
Oedogonium	0	0	0	0	1.6e-05	0	0	0	0
Aurantimonas	0	0	0	0	5.6e-05	0.00017	9.6e-05	0	0
Eptatretus	0	0	0	0	1.6e-05	0	0	0	0
Boronia	0	0	0	0	8e-06	0	0	0	0
