"Supplementary Table S12. Read-level sensitivity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT43835,0.029,0.357,0.714,0.795,0.795
MAG-GUT43894,0.070,0.386,0.652,0.723,0.741
MAG-GUT4390,0.017,0.180,0.393,0.515,0.605
MAG-GUT43934,0.018,0.264,0.598,0.694,0.729
MAG-GUT43936,0.044,0.382,0.690,0.755,0.738
MAG-GUT43943,0.023,0.258,0.570,0.681,0.690
MAG-GUT43946,0.088,0.577,0.863,0.895,0.865
MAG-GUT43957,0.011,0.131,0.376,0.510,0.613
MAG-GUT44000,0.006,0.117,0.322,0.422,0.631
MAG-GUT44002,0.021,0.206,0.424,0.466,0.369
MAG-GUT44104,0.053,0.417,0.707,0.753,0.659
MAG-GUT44111,0.004,0.076,0.224,0.321,0.542
MAG-GUT44112,0.018,0.203,0.507,0.629,0.715
MAG-GUT44177,0.020,0.233,0.515,0.623,0.651
MAG-GUT44179,0.018,0.262,0.629,0.740,0.775
MAG-GUT44190,0.096,0.497,0.745,0.783,0.752
MAG-GUT441,0.012,0.192,0.461,0.562,0.609
MAG-GUT44212,0.056,0.456,0.773,0.814,0.815
MAG-GUT44261,0.047,0.345,0.633,0.712,0.723
MAG-GUT4426,0.057,0.512,0.850,0.911,0.916
MAG-GUT44374,0.023,0.272,0.562,0.671,0.659
MAG-GUT4440,0.010,0.140,0.370,0.435,0.361
MAG-GUT44412,0.018,0.194,0.436,0.508,0.494
MAG-GUT44433,0.022,0.160,0.360,0.464,0.535
MAG-GUT44474,0.010,0.153,0.396,0.508,0.567
MAG-GUT44484,0.042,0.320,0.606,0.696,0.710
MAG-GUT44488,0.020,0.189,0.431,0.515,0.625
MAG-GUT444,0.014,0.195,0.459,0.557,0.603
MAG-GUT44512,0.036,0.303,0.517,0.547,0.446
MAG-GUT44522,0.084,0.568,0.843,0.880,0.843
MAG-GUT44539,0.024,0.270,0.585,0.702,0.719
MAG-GUT44544,0.022,0.261,0.570,0.680,0.705
MAG-GUT44598,0.041,0.251,0.424,0.452,0.251
MAG-GUT445,0.014,0.190,0.462,0.549,0.614
MAG-GUT44617,0.024,0.262,0.577,0.681,0.711
MAG-GUT44662,0.006,0.123,0.314,0.422,0.612
MAG-GUT44666,0.021,0.215,0.438,0.477,0.372
MAG-GUT44688,0.016,0.168,0.343,0.414,0.481
MAG-GUT446,0.014,0.204,0.480,0.578,0.633
MAG-GUT44736,0.016,0.265,0.645,0.765,0.833
MAG-GUT44748,0.048,0.416,0.752,0.820,0.800
MAG-GUT44774,0.016,0.242,0.587,0.720,0.774
MAG-GUT44840,0.044,0.327,0.612,0.696,0.712
MAG-GUT44851,0.004,0.078,0.223,0.326,0.521
MAG-GUT44855,0.067,0.490,0.813,0.868,0.847
MAG-GUT44900,0.018,0.181,0.415,0.523,0.619
MAG-GUT44944,0.012,0.141,0.373,0.504,0.605
MAG-GUT44961,0.049,0.369,0.706,0.792,0.789
MAG-GUT449,0.014,0.207,0.458,0.543,0.603
MAG-GUT45009,0.021,0.227,0.498,0.598,0.612
MAG-GUT45058,0.018,0.215,0.483,0.584,0.640
MAG-GUT45059,0.016,0.190,0.418,0.502,0.609
MAG-GUT45062,0.049,0.382,0.679,0.762,0.762
MAG-GUT45090,0.030,0.210,0.352,0.385,0.338
MAG-GUT45094,0.016,0.198,0.478,0.582,0.678
MAG-GUT450,0.016,0.205,0.487,0.597,0.635
MAG-GUT45122,0.013,0.142,0.383,0.507,0.609
MAG-GUT45166,0.016,0.172,0.386,0.464,0.455
MAG-GUT45172,0.021,0.232,0.511,0.604,0.621
MAG-GUT45205,0.019,0.211,0.488,0.610,0.668
MAG-GUT45212,0.017,0.184,0.413,0.484,0.481
MAG-GUT45214,0.013,0.187,0.494,0.619,0.697
MAG-GUT45263,0.012,0.162,0.432,0.553,0.652
MAG-GUT452,0.015,0.191,0.454,0.553,0.594
MAG-GUT45317,0.005,0.126,0.335,0.453,0.630
MAG-GUT45331,0.012,0.142,0.315,0.367,0.465
MAG-GUT45352,0.051,0.452,0.781,0.839,0.817
MAG-GUT45377,0.016,0.183,0.405,0.500,0.609
MAG-GUT45396,0.009,0.124,0.341,0.452,0.575
MAG-GUT453,0.015,0.209,0.485,0.585,0.655
MAG-GUT45417,0.019,0.208,0.464,0.565,0.595
MAG-GUT45512,0.014,0.152,0.350,0.405,0.367
MAG-GUT4552,0.006,0.102,0.270,0.355,0.452
MAG-GUT45537,0.016,0.180,0.404,0.510,0.610
MAG-GUT455,0.015,0.200,0.461,0.552,0.602
MAG-GUT45607,0.022,0.250,0.562,0.676,0.737
MAG-GUT45615,0.025,0.268,0.587,0.688,0.677
MAG-GUT45633,0.006,0.121,0.326,0.446,0.641
MAG-GUT4564,0.023,0.259,0.531,0.640,0.690
MAG-GUT45670,0.012,0.150,0.386,0.520,0.622
MAG-GUT45684,0.005,0.118,0.333,0.442,0.640
MAG-GUT45687,0.020,0.258,0.600,0.722,0.758
MAG-GUT456,0.013,0.193,0.453,0.543,0.598
MAG-GUT45705,0.019,0.236,0.500,0.579,0.558
MAG-GUT45719,0.044,0.252,0.425,0.460,0.409
MAG-GUT45758,0.066,0.485,0.787,0.849,0.838
MAG-GUT45776,0.005,0.104,0.304,0.398,0.592
MAG-GUT4577,0.053,0.371,0.637,0.697,0.613
MAG-GUT45791,0.017,0.183,0.406,0.472,0.465
MAG-GUT457,0.015,0.195,0.456,0.551,0.609
MAG-GUT45814,0.021,0.244,0.529,0.622,0.645
MAG-GUT45829,0.019,0.253,0.564,0.668,0.711
MAG-GUT45858,0.090,0.563,0.840,0.879,0.844
MAG-GUT4585,0.007,0.100,0.261,0.357,0.455
MAG-GUT45882,0.021,0.263,0.581,0.691,0.714
MAG-GUT45894,0.021,0.220,0.489,0.600,0.659
MAG-GUT45903,0.033,0.388,0.759,0.814,0.805
MAG-GUT45923,0.016,0.176,0.389,0.450,0.453
MAG-GUT459,0.015,0.210,0.487,0.589,0.634
MAG-GUT4600,0.021,0.250,0.544,0.647,0.699
MAG-GUT4602,0.027,0.276,0.562,0.666,0.720
MAG-GUT46037,0.068,0.418,0.684,0.747,0.733
MAG-GUT46039,0.053,0.427,0.750,0.805,0.787
MAG-GUT46159,0.042,0.372,0.709,0.784,0.787
MAG-GUT46165,0.042,0.238,0.405,0.432,0.378
MAG-GUT46167,0.014,0.155,0.407,0.546,0.643
MAG-GUT4616,0.084,0.449,0.677,0.731,0.703
MAG-GUT46175,0.014,0.161,0.367,0.463,0.548
MAG-GUT46179,0.042,0.338,0.627,0.711,0.711
MAG-GUT46181,0.017,0.193,0.432,0.527,0.632
MAG-GUT46186,0.018,0.213,0.512,0.634,0.691
MAG-GUT46199,0.011,0.156,0.418,0.565,0.704
MAG-GUT46219,0.019,0.240,0.575,0.688,0.756
MAG-GUT46247,0.006,0.162,0.393,0.504,0.693
MAG-GUT46257,0.025,0.171,0.339,0.390,0.416
MAG-GUT46265,0.019,0.274,0.636,0.741,0.814
MAG-GUT462,0.015,0.196,0.470,0.563,0.622
MAG-GUT4634,0.057,0.321,0.595,0.696,0.726
MAG-GUT46354,0.021,0.252,0.567,0.678,0.745
MAG-GUT46378,0.014,0.159,0.399,0.541,0.631
MAG-GUT46397,0.008,0.135,0.352,0.449,0.372
MAG-GUT463,0.014,0.198,0.482,0.586,0.642
MAG-GUT46435,0.008,0.146,0.380,0.494,0.691
MAG-GUT46437,0.019,0.248,0.554,0.660,0.680
MAG-GUT46441,0.021,0.264,0.573,0.675,0.694
MAG-GUT46486,0.019,0.273,0.602,0.699,0.739
MAG-GUT46493,0.021,0.278,0.608,0.710,0.738
MAG-GUT46496,0.021,0.163,0.382,0.490,0.564
MAG-GUT464,0.013,0.208,0.484,0.579,0.632
MAG-GUT4651,0.062,0.340,0.607,0.696,0.740
MAG-GUT46526,0.017,0.191,0.419,0.523,0.614
MAG-GUT46540,0.017,0.220,0.480,0.583,0.614
MAG-GUT465,0.014,0.191,0.453,0.553,0.605
MAG-GUT46630,0.016,0.181,0.396,0.498,0.598
MAG-GUT46649,0.020,0.156,0.358,0.458,0.538
MAG-GUT46652,0.009,0.116,0.314,0.388,0.328
MAG-GUT46658,0.020,0.196,0.422,0.492,0.489
MAG-GUT46719,0.045,0.379,0.711,0.787,0.780
MAG-GUT46722,0.018,0.156,0.349,0.464,0.544
MAG-GUT46760,0.012,0.153,0.395,0.494,0.577
MAG-GUT46783,0.038,0.296,0.551,0.641,0.657
MAG-GUT467,0.012,0.194,0.472,0.571,0.609
MAG-GUT46826,0.020,0.218,0.510,0.636,0.690
MAG-GUT46868,0.022,0.262,0.562,0.673,0.688
MAG-GUT46888,0.016,0.193,0.429,0.537,0.634
MAG-GUT468,0.012,0.203,0.463,0.556,0.599
MAG-GUT46914,0.021,0.240,0.515,0.600,0.627
MAG-GUT46922,0.005,0.120,0.320,0.425,0.610
MAG-GUT46923,0.103,0.386,0.595,0.675,0.723
MAG-GUT46931,0.005,0.121,0.339,0.445,0.621
MAG-GUT46962,0.020,0.244,0.553,0.658,0.689
MAG-GUT46965,0.020,0.166,0.347,0.422,0.391
MAG-GUT46987,0.005,0.131,0.354,0.459,0.651
MAG-GUT469,0.013,0.208,0.497,0.604,0.651
MAG-GUT47063,0.021,0.144,0.259,0.265,0.172
MAG-GUT47072,0.016,0.169,0.372,0.466,0.551
MAG-GUT470,0.013,0.196,0.480,0.561,0.622
MAG-GUT47106,0.049,0.429,0.733,0.808,0.814
MAG-GUT47124,0.017,0.182,0.428,0.523,0.625
MAG-GUT47144,0.026,0.281,0.602,0.711,0.698
MAG-GUT47176,0.065,0.480,0.789,0.846,0.830
MAG-GUT47179,0.024,0.155,0.298,0.359,0.354
MAG-GUT47180,0.013,0.236,0.542,0.632,0.713
MAG-GUT47186,0.007,0.131,0.362,0.465,0.653
MAG-GUT471,0.014,0.198,0.466,0.541,0.607
MAG-GUT47205,0.011,0.157,0.398,0.529,0.620
MAG-GUT47222,0.007,0.141,0.360,0.460,0.643
MAG-GUT47256,0.020,0.228,0.506,0.581,0.606
MAG-GUT4726,0.010,0.193,0.491,0.604,0.676
MAG-GUT47330,0.016,0.286,0.649,0.788,0.858
MAG-GUT47410,0.021,0.237,0.527,0.627,0.693
MAG-GUT47464,0.019,0.254,0.598,0.683,0.735
MAG-GUT47531,0.022,0.244,0.560,0.675,0.689
MAG-GUT47559,0.052,0.408,0.689,0.741,0.645
MAG-GUT47585,0.051,0.368,0.626,0.679,0.609
MAG-GUT47603,0.074,0.454,0.742,0.800,0.769
MAG-GUT4760,0.058,0.469,0.826,0.891,0.877
MAG-GUT47622,0.006,0.117,0.338,0.451,0.650
MAG-GUT47637,0.023,0.261,0.614,0.727,0.761
MAG-GUT47676,0.004,0.105,0.288,0.391,0.586
MAG-GUT47723,0.021,0.259,0.613,0.726,0.757
MAG-GUT47777,0.049,0.354,0.601,0.658,0.589
MAG-GUT47782,0.021,0.259,0.595,0.709,0.754
MAG-GUT47800,0.017,0.207,0.529,0.665,0.735
MAG-GUT47808,0.015,0.170,0.379,0.474,0.564
MAG-GUT47840,0.026,0.142,0.220,0.227,0.197
MAG-GUT47843,0.016,0.160,0.329,0.382,0.379
MAG-GUT47875,0.031,0.370,0.724,0.794,0.786
MAG-GUT47922,0.005,0.125,0.328,0.448,0.637
MAG-GUT47959,0.020,0.224,0.490,0.600,0.666
MAG-GUT47995,0.014,0.153,0.342,0.441,0.520
MAG-GUT48077,0.012,0.140,0.363,0.488,0.591
MAG-GUT48190,0.007,0.118,0.316,0.424,0.626
MAG-GUT48218,0.060,0.406,0.740,0.815,0.827
MAG-GUT48247,0.005,0.113,0.320,0.420,0.623
MAG-GUT48276,0.011,0.136,0.364,0.489,0.590
MAG-GUT48302,0.039,0.281,0.522,0.599,0.595
MAG-GUT48321,0.014,0.231,0.542,0.651,0.632
MAG-GUT4832,0.027,0.212,0.408,0.468,0.502
MAG-GUT48445,0.034,0.327,0.611,0.661,0.654
MAG-GUT48460,0.018,0.194,0.425,0.528,0.609
MAG-GUT48488,0.021,0.266,0.602,0.707,0.728
MAG-GUT48498,0.023,0.254,0.569,0.683,0.697
MAG-GUT48566,0.024,0.265,0.585,0.703,0.722
MAG-GUT48571,0.019,0.259,0.616,0.710,0.752
MAG-GUT48579,0.018,0.257,0.578,0.675,0.725
MAG-GUT48585,0.024,0.274,0.619,0.737,0.759
MAG-GUT48612,0.018,0.265,0.591,0.700,0.731
MAG-GUT48628,0.007,0.126,0.335,0.441,0.636
MAG-GUT48629,0.022,0.217,0.437,0.490,0.371
MAG-GUT48630,0.004,0.120,0.311,0.428,0.628
MAG-GUT48634,0.005,0.116,0.309,0.418,0.610
MAG-GUT48635,0.006,0.113,0.306,0.415,0.620
MAG-GUT48651,0.006,0.116,0.309,0.414,0.616
MAG-GUT48654,0.005,0.126,0.346,0.459,0.658
MAG-GUT48673,0.020,0.231,0.518,0.615,0.659
MAG-GUT48681,0.025,0.216,0.460,0.570,0.671
MAG-GUT48682,0.021,0.217,0.437,0.502,0.388
MAG-GUT48684,0.008,0.121,0.324,0.444,0.657
MAG-GUT48686,0.021,0.256,0.564,0.680,0.710
MAG-GUT48694,0.006,0.112,0.321,0.436,0.659
MAG-GUT48704,0.022,0.272,0.596,0.719,0.734
MAG-GUT48721,0.025,0.208,0.447,0.561,0.673
MAG-GUT48723,0.021,0.251,0.551,0.679,0.690
MAG-GUT48733,0.004,0.110,0.305,0.406,0.614
MAG-GUT48735,0.009,0.100,0.251,0.325,0.415
MAG-GUT48749,0.021,0.269,0.600,0.705,0.729
MAG-GUT48754,0.022,0.261,0.579,0.704,0.721
MAG-GUT48761,0.025,0.280,0.610,0.735,0.749
MAG-GUT48763,0.040,0.384,0.747,0.841,0.886
MAG-GUT48773,0.016,0.173,0.392,0.479,0.458
MAG-GUT48779,0.037,0.228,0.388,0.425,0.363
MAG-GUT48798,0.021,0.264,0.569,0.678,0.695
MAG-GUT48801,0.023,0.196,0.436,0.545,0.654
MAG-GUT48804,0.023,0.280,0.603,0.723,0.752
MAG-GUT48805,0.024,0.223,0.421,0.471,0.494
MAG-GUT48825,0.038,0.223,0.387,0.415,0.354
MAG-GUT48829,0.021,0.252,0.591,0.687,0.710
MAG-GUT48834,0.024,0.263,0.590,0.693,0.717
MAG-GUT48852,0.023,0.196,0.427,0.545,0.651
MAG-GUT48863,0.006,0.113,0.319,0.439,0.637
MAG-GUT48887,0.021,0.203,0.416,0.460,0.368
MAG-GUT48894,0.024,0.274,0.617,0.744,0.765
MAG-GUT48902,0.038,0.232,0.396,0.426,0.369
MAG-GUT48923,0.007,0.118,0.326,0.446,0.637
MAG-GUT48926,0.023,0.166,0.384,0.486,0.569
MAG-GUT48940,0.019,0.257,0.612,0.720,0.752
MAG-GUT48943,0.006,0.125,0.344,0.444,0.660
MAG-GUT48949,0.006,0.115,0.301,0.418,0.607
MAG-GUT48957,0.005,0.112,0.311,0.425,0.622
MAG-GUT48959,0.006,0.112,0.324,0.435,0.630
MAG-GUT48964,0.006,0.112,0.305,0.428,0.637
MAG-GUT48968,0.021,0.250,0.571,0.689,0.706
MAG-GUT48971,0.023,0.274,0.597,0.716,0.747
MAG-GUT48976,0.021,0.248,0.559,0.678,0.702
MAG-GUT48986,0.006,0.118,0.322,0.436,0.643
MAG-GUT48995,0.024,0.207,0.469,0.602,0.744
MAG-GUT49002,0.022,0.206,0.434,0.475,0.376
MAG-GUT49003,0.005,0.122,0.315,0.428,0.641
MAG-GUT49004,0.021,0.254,0.563,0.680,0.690
MAG-GUT49005,0.020,0.262,0.614,0.736,0.764
MAG-GUT49009,0.026,0.222,0.466,0.568,0.665
MAG-GUT49010,0.027,0.278,0.617,0.749,0.762
MAG-GUT49011,0.005,0.123,0.324,0.422,0.643
MAG-GUT49015,0.019,0.259,0.591,0.709,0.728
MAG-GUT49023,0.020,0.249,0.576,0.686,0.710
MAG-GUT49026,0.004,0.100,0.279,0.383,0.580
MAG-GUT4902,0.010,0.161,0.447,0.581,0.692
MAG-GUT49035,0.005,0.103,0.289,0.389,0.591
MAG-GUT49036,0.005,0.120,0.351,0.460,0.667
MAG-GUT49041,0.021,0.208,0.461,0.590,0.742
MAG-GUT49046,0.025,0.220,0.411,0.470,0.475
MAG-GUT49051,0.008,0.093,0.246,0.336,0.420
MAG-GUT49058,0.021,0.201,0.461,0.579,0.738
MAG-GUT49063,0.022,0.265,0.584,0.704,0.720
MAG-GUT49069,0.021,0.239,0.541,0.659,0.685
MAG-GUT49070,0.024,0.256,0.570,0.677,0.705
MAG-GUT49071,0.019,0.265,0.634,0.759,0.783
MAG-GUT49075,0.021,0.261,0.599,0.709,0.728
MAG-GUT49076,0.021,0.153,0.352,0.461,0.551
MAG-GUT49079,0.024,0.226,0.475,0.583,0.674
MAG-GUT49083,0.023,0.258,0.578,0.694,0.720
MAG-GUT49101,0.023,0.263,0.583,0.698,0.723
MAG-GUT49107,0.020,0.169,0.377,0.489,0.568
MAG-GUT49118,0.023,0.274,0.613,0.727,0.754
MAG-GUT49170,0.021,0.265,0.594,0.702,0.715
MAG-GUT49176,0.022,0.247,0.570,0.689,0.723
MAG-GUT49179,0.019,0.267,0.638,0.758,0.796
MAG-GUT49203,0.005,0.103,0.290,0.394,0.588
MAG-GUT49226,0.022,0.274,0.602,0.717,0.744
MAG-GUT49236,0.019,0.263,0.580,0.676,0.693
MAG-GUT49243,0.021,0.168,0.376,0.486,0.617
MAG-GUT49261,0.037,0.395,0.748,0.844,0.878
MAG-GUT49266,0.005,0.120,0.320,0.441,0.670
MAG-GUT49289,0.021,0.254,0.564,0.685,0.714
MAG-GUT49294,0.005,0.115,0.307,0.407,0.607
MAG-GUT49297,0.019,0.253,0.577,0.675,0.703
MAG-GUT49302,0.023,0.271,0.595,0.701,0.720
MAG-GUT49309,0.040,0.243,0.413,0.451,0.397
MAG-GUT49315,0.025,0.267,0.609,0.716,0.748
MAG-GUT49326,0.017,0.240,0.555,0.659,0.688
MAG-GUT49328,0.005,0.126,0.328,0.437,0.649
MAG-GUT49329,0.024,0.267,0.582,0.700,0.720
MAG-GUT49355,0.006,0.114,0.321,0.430,0.634
MAG-GUT49356,0.024,0.252,0.572,0.693,0.721
MAG-GUT49359,0.023,0.268,0.609,0.714,0.743
MAG-GUT49371,0.005,0.129,0.338,0.433,0.644
MAG-GUT49379,0.023,0.204,0.426,0.474,0.370
MAG-GUT49384,0.017,0.268,0.635,0.743,0.777
MAG-GUT49393,0.023,0.243,0.549,0.669,0.707
MAG-GUT49394,0.019,0.165,0.363,0.469,0.606
MAG-GUT49399,0.006,0.109,0.296,0.402,0.608
MAG-GUT49403,0.020,0.261,0.581,0.689,0.707
MAG-GUT49409,0.027,0.275,0.594,0.709,0.734
MAG-GUT49414,0.006,0.125,0.320,0.437,0.641
MAG-GUT49423,0.019,0.203,0.420,0.526,0.642
MAG-GUT4942,0.061,0.438,0.702,0.769,0.711
MAG-GUT49445,0.024,0.165,0.380,0.479,0.573
MAG-GUT49456,0.020,0.261,0.586,0.689,0.707
MAG-GUT49458,0.021,0.264,0.585,0.694,0.715
MAG-GUT49469,0.024,0.254,0.586,0.691,0.709
MAG-GUT49474,0.004,0.116,0.305,0.414,0.622
MAG-GUT49487,0.015,0.162,0.364,0.456,0.436
MAG-GUT49499,0.023,0.256,0.578,0.701,0.736
MAG-GUT49507,0.029,0.268,0.572,0.687,0.752
MAG-GUT4950,0.013,0.189,0.488,0.603,0.632
MAG-GUT49512,0.027,0.275,0.607,0.719,0.738
MAG-GUT49516,0.044,0.232,0.401,0.426,0.375
MAG-GUT49526,0.028,0.238,0.472,0.565,0.647
MAG-GUT49529,0.024,0.272,0.581,0.704,0.723
MAG-GUT49534,0.006,0.122,0.328,0.439,0.645
MAG-GUT49535,0.024,0.258,0.602,0.706,0.720
MAG-GUT49537,0.034,0.288,0.586,0.704,0.770
MAG-GUT49539,0.024,0.268,0.600,0.716,0.739
MAG-GUT49541,0.022,0.254,0.571,0.685,0.709
MAG-GUT49542,0.019,0.214,0.506,0.627,0.721
MAG-GUT49543,0.024,0.223,0.469,0.577,0.665
MAG-GUT49545,0.006,0.119,0.320,0.429,0.648
MAG-GUT49558,0.005,0.121,0.327,0.438,0.646
MAG-GUT49567,0.018,0.198,0.405,0.457,0.359
MAG-GUT49568,0.007,0.119,0.325,0.423,0.645
MAG-GUT49571,0.007,0.114,0.325,0.438,0.643
MAG-GUT49574,0.025,0.279,0.617,0.732,0.751
MAG-GUT49576,0.038,0.228,0.371,0.413,0.355
MAG-GUT49583,0.005,0.113,0.308,0.420,0.618
MAG-GUT49589,0.006,0.118,0.312,0.411,0.622
MAG-GUT49593,0.020,0.261,0.588,0.703,0.733
MAG-GUT49596,0.006,0.122,0.324,0.442,0.655
MAG-GUT49597,0.007,0.124,0.330,0.433,0.650
MAG-GUT49599,0.024,0.261,0.590,0.713,0.730
MAG-GUT49604,0.006,0.108,0.296,0.409,0.618
MAG-GUT49609,0.022,0.268,0.608,0.723,0.749
MAG-GUT49616,0.022,0.249,0.560,0.673,0.695
MAG-GUT4969,0.028,0.312,0.646,0.700,0.617
MAG-GUT49727,0.017,0.185,0.417,0.514,0.635
MAG-GUT49742,0.017,0.187,0.415,0.522,0.622
MAG-GUT49744,0.019,0.191,0.430,0.529,0.635
MAG-GUT49768,0.017,0.191,0.422,0.526,0.623
MAG-GUT49797,0.015,0.164,0.390,0.483,0.582
MAG-GUT4979,0.021,0.230,0.507,0.611,0.683
MAG-GUT49813,0.017,0.178,0.398,0.495,0.589
MAG-GUT49824,0.017,0.179,0.387,0.496,0.578
MAG-GUT49876,0.015,0.189,0.429,0.534,0.638
MAG-GUT50003,0.067,0.566,0.895,0.929,0.906
MAG-GUT50015,0.068,0.573,0.916,0.947,0.928
MAG-GUT5004,0.064,0.333,0.558,0.622,0.636
MAG-GUT50121,0.035,0.370,0.726,0.814,0.834
MAG-GUT50132,0.035,0.355,0.712,0.809,0.817
MAG-GUT50219,0.020,0.191,0.384,0.455,0.484
MAG-GUT50240,0.025,0.198,0.377,0.455,0.438
MAG-GUT502,0.017,0.188,0.406,0.503,0.594
MAG-GUT50478,0.021,0.286,0.655,0.788,0.822
MAG-GUT50480,0.019,0.172,0.391,0.437,0.410
MAG-GUT50483,0.019,0.140,0.301,0.376,0.438
MAG-GUT50492,0.018,0.175,0.379,0.448,0.408
MAG-GUT50502,0.017,0.179,0.381,0.453,0.413
MAG-GUT50505,0.016,0.171,0.377,0.436,0.397
MAG-GUT50508,0.018,0.278,0.660,0.780,0.813
MAG-GUT50522,0.020,0.208,0.478,0.580,0.647
MAG-GUT50532,0.020,0.208,0.478,0.580,0.647
MAG-GUT50591,0.091,0.572,0.851,0.880,0.852
MAG-GUT5060,0.019,0.217,0.482,0.583,0.653
MAG-GUT50627,0.016,0.158,0.332,0.392,0.395
MAG-GUT50714,0.019,0.219,0.481,0.591,0.653
MAG-GUT50752,0.012,0.145,0.295,0.355,0.362
MAG-GUT50760,0.018,0.221,0.471,0.580,0.652
MAG-GUT50773,0.018,0.172,0.393,0.477,0.588
MAG-GUT5083,0.010,0.165,0.420,0.546,0.642
MAG-GUT5085,0.076,0.493,0.783,0.835,0.822
MAG-GUT50866,0.075,0.635,0.962,0.982,0.974
MAG-GUT50868,0.050,0.386,0.693,0.773,0.778
MAG-GUT50872,0.069,0.627,0.961,0.982,0.973
MAG-GUT50906,0.078,0.584,0.875,0.900,0.886
MAG-GUT50925,0.075,0.578,0.886,0.914,0.901
MAG-GUT50928,0.082,0.582,0.884,0.921,0.903
MAG-GUT50936,0.079,0.587,0.884,0.914,0.900
MAG-GUT51267,0.020,0.232,0.560,0.689,0.779
MAG-GUT51274,0.015,0.237,0.574,0.690,0.788
MAG-GUT51297,0.017,0.237,0.588,0.723,0.811
MAG-GUT51299,0.014,0.182,0.406,0.518,0.615
MAG-GUT51304,0.017,0.178,0.415,0.512,0.614
MAG-GUT51316,0.018,0.191,0.415,0.517,0.609
MAG-GUT51339,0.072,0.609,0.938,0.966,0.958
MAG-GUT51353,0.069,0.606,0.937,0.963,0.958
MAG-GUT51357,0.024,0.255,0.560,0.658,0.685
MAG-GUT51377,0.025,0.260,0.575,0.681,0.690
MAG-GUT51488,0.017,0.181,0.406,0.506,0.605
MAG-GUT51497,0.016,0.190,0.419,0.519,0.618
MAG-GUT51504,0.017,0.180,0.410,0.503,0.594
MAG-GUT51557,0.036,0.289,0.569,0.650,0.683
MAG-GUT51559,0.038,0.287,0.569,0.655,0.673
MAG-GUT51569,0.016,0.170,0.398,0.498,0.593
MAG-GUT51607,0.016,0.188,0.418,0.516,0.610
MAG-GUT5168,0.015,0.222,0.543,0.658,0.688
MAG-GUT51748,0.006,0.125,0.389,0.508,0.619
MAG-GUT51766,0.005,0.125,0.395,0.508,0.617
MAG-GUT51918,0.015,0.210,0.504,0.607,0.577
MAG-GUT51921,0.016,0.207,0.498,0.603,0.572
MAG-GUT51926,0.032,0.393,0.761,0.812,0.805
MAG-GUT51928,0.037,0.380,0.739,0.805,0.800
MAG-GUT51929,0.015,0.207,0.486,0.584,0.561
MAG-GUT51949,0.016,0.169,0.381,0.442,0.398
MAG-GUT5195,0.041,0.253,0.468,0.537,0.488
MAG-GUT51968,0.016,0.166,0.373,0.442,0.397
MAG-GUT51975,0.014,0.165,0.365,0.430,0.384
MAG-GUT51979,0.015,0.174,0.378,0.440,0.409
MAG-GUT5199,0.013,0.123,0.256,0.332,0.405
MAG-GUT51,0.021,0.213,0.450,0.508,0.388
MAG-GUT52007,0.023,0.285,0.609,0.714,0.739
MAG-GUT52094,0.050,0.312,0.573,0.653,0.683
MAG-GUT52107,0.046,0.302,0.546,0.636,0.649
MAG-GUT52138,0.047,0.306,0.542,0.634,0.648
MAG-GUT52236,0.023,0.246,0.513,0.618,0.657
MAG-GUT52246,0.026,0.244,0.519,0.605,0.643
MAG-GUT52319,0.017,0.220,0.523,0.638,0.733
MAG-GUT5249,0.031,0.208,0.411,0.493,0.520
MAG-GUT52579,0.032,0.329,0.662,0.768,0.798
MAG-GUT5258,0.034,0.269,0.449,0.495,0.460
MAG-GUT52677,0.017,0.182,0.405,0.511,0.595
MAG-GUT52709,0.058,0.326,0.583,0.674,0.666
MAG-GUT52757,0.013,0.167,0.389,0.486,0.583
MAG-GUT52820,0.053,0.393,0.688,0.781,0.787
MAG-GUT52821,0.023,0.278,0.609,0.725,0.734
MAG-GUT52871,0.017,0.149,0.311,0.362,0.381
MAG-GUT52881,0.018,0.149,0.311,0.358,0.358
MAG-GUT52916,0.034,0.361,0.717,0.799,0.818
MAG-GUT52923,0.033,0.354,0.712,0.801,0.822
MAG-GUT52941,0.034,0.371,0.718,0.805,0.823
MAG-GUT52992,0.008,0.089,0.248,0.332,0.434
MAG-GUT52995,0.020,0.235,0.505,0.612,0.622
MAG-GUT53012,0.011,0.155,0.385,0.478,0.494
MAG-GUT53015,0.019,0.232,0.493,0.583,0.602
MAG-GUT53019,0.020,0.227,0.514,0.600,0.613
MAG-GUT53033,0.018,0.228,0.517,0.597,0.621
MAG-GUT53065,0.008,0.159,0.478,0.621,0.712
MAG-GUT53133,0.061,0.445,0.748,0.802,0.788
MAG-GUT53142,0.058,0.457,0.750,0.799,0.781
MAG-GUT53199,0.017,0.163,0.339,0.406,0.404
MAG-GUT5319,0.015,0.217,0.516,0.611,0.582
MAG-GUT53236,0.007,0.117,0.302,0.372,0.315
MAG-GUT53418,0.017,0.168,0.345,0.412,0.415
